ID,custcat,region,marital,churn,monthly_revenue,expected_tenure,CLV,sf_12m
251,Basic service,Zone 1,Unmarried,No,25,22.32002104277658,558.0005260694145,0.6799652552246584
252,Total service,Zone 2,Married,No,65,225.2896005870346,14643.82403815725,0.9864337894776938
253,E-service,Zone 1,Married,Yes,35,86.43533029157604,3025.2365602051614,0.9315938413909118
254,E-service,Zone 1,Unmarried,No,35,695.6105281488291,24346.36848520902,0.9988899828687955
255,Total service,Zone 3,Unmarried,Yes,65,17.970915438426193,1168.1095034977025,0.6195492672791147
256,Plus service,Zone 2,Married,No,45,401.1694176038637,18052.623792173865,0.9959078616933086
257,E-service,Zone 2,Unmarried,Yes,35,204.71650722784767,7165.077752974668,0.9837193915320782
258,Basic service,Zone 3,Married,No,25,188.73054335303297,4718.263583825824,0.9810617566598188
259,Total service,Zone 2,Unmarried,No,65,33.729799060973264,2192.436938963262,0.7819269857121868
260,Total service,Zone 3,Unmarried,Yes,65,20.190857851845212,1312.405760369939,0.6524933145210803
261,Total service,Zone 1,Unmarried,No,65,294.28053441141435,19128.23473674193,0.9920434174296859
262,Basic service,Zone 2,Unmarried,No,25,30.328443066004013,758.2110766501003,0.7576066280938795
263,Plus service,Zone 2,Unmarried,No,45,152.24769047714068,6851.14607147133,0.9722109692747872
264,E-service,Zone 3,Married,No,35,491.59528122521544,17205.83484288254,0.9974252971852481
265,Basic service,Zone 2,Married,No,25,166.83588607399662,4170.897151849916,0.9763316788861427
266,Basic service,Zone 3,Married,No,25,81.95435419478395,2048.858854869599,0.926143296764267
267,Plus service,Zone 1,Married,No,45,304.99081451633685,13724.58665323516,0.9926122842535565
268,Plus service,Zone 2,Married,No,45,372.99635021600346,16784.835759720158,0.9951943083732905
269,Plus service,Zone 1,Married,No,45,86.08851734870694,3873.9832806918125,0.9311933432816024
270,Basic service,Zone 2,Unmarried,No,25,32.269193794853024,806.7298448713256,0.7719733946580205
271,Plus service,Zone 2,Unmarried,No,45,54.710760172878715,2461.984207779542,0.8735153523897284
272,E-service,Zone 1,Unmarried,No,35,97.43789199965784,3410.326219988024,0.9427229181132945
273,Total service,Zone 1,Unmarried,No,65,32.3666731243737,2103.8337530842905,0.7726595968275194
274,Basic service,Zone 2,Unmarried,No,25,230.5629505837943,5764.0737645948575,0.9870277393459327
275,Plus service,Zone 3,Unmarried,No,45,140.32215429582658,6314.496943312196,0.9680494041195538
276,E-service,Zone 2,Married,No,35,174.40405802307146,6104.142030807501,0.9781367862434507
277,E-service,Zone 1,Unmarried,No,35,816.7209429115186,28585.23300190315,0.9992637289670022
278,Plus service,Zone 1,Unmarried,No,45,77.84581020431732,3503.0614591942795,0.9205678603575077
279,Plus service,Zone 2,Unmarried,No,45,211.89770927983687,9535.39691759266,0.9847459764723278
280,Basic service,Zone 3,Unmarried,No,25,87.59572430100964,2189.893107525241,0.9329094023769994
281,Total service,Zone 1,Unmarried,No,65,23.820043239558128,1548.3028105712783,0.6972862745257292
282,Total service,Zone 2,Married,Yes,65,76.42909959466618,4967.891473653302,0.9185014956016145
283,Plus service,Zone 1,Married,Yes,45,193.38919903958796,8702.513956781459,0.981895044690911
284,E-service,Zone 1,Unmarried,No,35,139.2556671665484,4873.948350829194,0.9676351234041746
285,Plus service,Zone 1,Married,No,45,104.202781860198,4689.12518370891,0.9483040109638107
286,Plus service,Zone 2,Married,No,45,99.03488254820813,4456.569714669366,0.9441163285031059
287,Total service,Zone 1,Married,No,65,89.12471243593359,5793.106308335683,0.9345872127248817
288,Plus service,Zone 1,Married,No,45,2147.7747473917684,96649.86363262958,0.9999535813078679
289,Plus service,Zone 2,Unmarried,No,45,170.17408150859038,7657.833667886567,0.9771526941142732
290,E-service,Zone 2,Married,No,35,178.93813091186456,6262.83458191526,0.979126957941248
291,Total service,Zone 3,Married,No,65,76.24530402063768,4955.944761341449,0.9182276367401222
292,Plus service,Zone 1,Married,No,45,1011.6638597101261,45524.873686955674,0.9995831091717597
293,E-service,Zone 1,Unmarried,Yes,35,31.138823908134384,1089.8588367847035,0.7637735282142442
294,Plus service,Zone 1,Unmarried,No,45,70.290280149675,3163.062606735375,0.9085653664538035
295,Total service,Zone 2,Married,No,65,336.71966669629,21886.778335258852,0.9940045110587932
296,Total service,Zone 2,Unmarried,No,65,147.89018383517623,9612.861949286455,0.9707844098239582
297,Plus service,Zone 2,Unmarried,No,45,108.08493078320654,4863.821885244294,0.9511582060965379
298,Basic service,Zone 3,Unmarried,No,25,46.748279647972105,1168.7069911993026,0.8472370199804572
299,Total service,Zone 1,Unmarried,No,65,21.346472696874596,1387.5207252968487,0.6678549168315187
300,E-service,Zone 2,Married,No,35,186.6113062511325,6531.395718789638,0.9806649421884612
301,Plus service,Zone 3,Married,No,45,1136.6344277364801,51148.54924814161,0.999697199144076
302,Plus service,Zone 1,Married,No,45,75.68137282718212,3405.6617772231953,0.9173788628801283
303,E-service,Zone 1,Married,No,35,321.7395715894017,11260.88500562906,0.9933961545087953
304,E-service,Zone 3,Unmarried,No,35,647.5416242086178,22663.956847301622,0.9986727247787905
305,Basic service,Zone 2,Unmarried,Yes,25,7.8711551334923,196.7788783373075,0.37533729883310685
306,Total service,Zone 1,Married,Yes,65,57.4748195315771,3735.863269552511,0.8810603444002716
307,E-service,Zone 1,Married,Yes,35,68.25168418591795,2388.8089465071284,0.9048675655978069
308,Plus service,Zone 2,Unmarried,No,45,145.93317014515262,6566.992656531867,0.9701099207323528
309,Total service,Zone 3,Unmarried,Yes,65,183.57699032068436,11932.504370844483,0.980076308602064
310,Basic service,Zone 2,Married,No,25,37.593268465474765,939.8317116368692,0.8052237331589579
311,Basic service,Zone 3,Married,Yes,25,14.80034642597575,370.00866064939373,0.5627877113628165
312,E-service,Zone 1,Unmarried,Yes,35,290.2343768454927,10158.203189592245,0.991812964125008
313,E-service,Zone 1,Married,Yes,35,208.4095018285339,7294.332563998687,0.9842588970703477
314,Total service,Zone 1,Married,No,65,56.58590093628923,3678.0835608588,0.8787093760708135
315,Total service,Zone 2,Married,No,65,279.11742836666247,18142.63284383306,0.9911309562176384
316,Basic service,Zone 2,Unmarried,Yes,25,33.23927290537424,830.981822634356,0.7786611340055096
317,Plus service,Zone 1,Married,Yes,45,46.48109273754983,2091.649173189742,0.846215476457981
318,Basic service,Zone 2,Married,Yes,25,37.368449477143926,934.2112369285982,0.803976074741126
319,Total service,Zone 3,Married,Yes,65,35.05877982770637,2278.820688800914,0.7904075086783354
320,Basic service,Zone 1,Married,Yes,25,23.367240601108694,584.1810150277173,0.6922190320516741
321,Total service,Zone 3,Unmarried,Yes,65,66.68459498402837,4334.498673961843,0.9018722712829456
322,Plus service,Zone 1,Married,No,45,357.06168272502913,16067.775722626311,0.9947150882573949
323,E-service,Zone 3,Unmarried,Yes,35,33.31835663968471,1166.1424823889647,0.7791928004310889
324,Total service,Zone 1,Married,Yes,65,28.988507194567962,1884.2529676469176,0.7468393520648918
325,Basic service,Zone 3,Unmarried,No,25,18.926419664253512,473.1604916063378,0.634325408384489
326,Plus service,Zone 1,Married,No,45,271.23082804935297,12205.387262220884,0.9905992529768236
327,Basic service,Zone 3,Married,Yes,25,14.889389427678804,372.2347356919701,0.5645677713113102
328,Plus service,Zone 1,Unmarried,No,45,149.53253269922897,6728.963971465303,0.9713339664835193
329,Total service,Zone 2,Unmarried,Yes,65,27.2056832157663,1768.3694090248096,0.7313000825761012
330,Basic service,Zone 3,Unmarried,No,25,22.86202165867778,571.5505414669445,0.6864030533401373
331,Basic service,Zone 3,Unmarried,No,25,167.65788718342645,4191.447179585662,0.9765376409732865
332,Basic service,Zone 3,Married,No,25,153.9341400389749,3848.3535009743728,0.9727367410642639
333,Basic service,Zone 3,Unmarried,No,25,91.42839661508899,2285.7099153772247,0.9370019172488165
334,Total service,Zone 1,Unmarried,No,65,29.180091313048585,1896.705935348158,0.7484244971121586
335,E-service,Zone 2,Married,No,35,1262.208636074072,44177.30226259252,0.9997743003426143
336,Basic service,Zone 1,Unmarried,No,25,66.59503474189079,1664.8758685472696,0.9016968772131895
337,Plus service,Zone 1,Married,No,45,939.0456848130018,42257.05581658508,0.9994904567049245
338,Basic service,Zone 2,Married,No,25,33.459967555829245,836.4991888957311,0.7801398615006091
339,Basic service,Zone 2,Unmarried,No,25,102.36466845311887,2559.1167113279716,0.9468681480340723
340,Plus service,Zone 1,Married,No,45,89.93040788222305,4046.8683547000373,0.9354468262709155
341,Basic service,Zone 1,Married,No,25,77.05408601448566,1926.3521503621416,0.9194227087786402
342,Total service,Zone 3,Unmarried,No,65,64.27355627966958,4177.781158178523,0.8969828938143378
343,Basic service,Zone 2,Unmarried,No,25,36.64864501639543,916.2161254098856,0.7998971143471083
344,Total service,Zone 3,Unmarried,No,65,84.75450785647566,5509.043010670917,0.9296204815001642
345,Plus service,Zone 2,Unmarried,No,45,259.36252380983444,11671.31357144255,0.9897134823972262
346,Basic service,Zone 1,Married,Yes,25,39.984018999069356,999.600474976734,0.817766381610195
347,E-service,Zone 2,Unmarried,No,35,137.48006313905506,4811.802209866927,0.9669283015320391
348,Plus service,Zone 2,Unmarried,Yes,45,265.88289266864473,11964.730170089013,0.9902136077752246
349,Total service,Zone 3,Married,No,65,132.45462830356746,8609.550839731884,0.964804894504839
350,Total service,Zone 2,Married,No,65,30.647651619985353,1992.0973552990479,0.7600656015494255
351,Total service,Zone 3,Married,No,65,1058.21249797641,68783.81236846665,0.9996312237735699
352,Plus service,Zone 2,Married,No,45,1620.3781822723759,72917.0182022569,0.9998906062128079
353,Basic service,Zone 3,Unmarried,No,25,146.80832133495915,3670.2080333739787,0.9704142355345458
354,Plus service,Zone 3,Unmarried,Yes,45,42.927859557623485,1931.7536800930568,0.8315767644653391
355,E-service,Zone 2,Married,No,35,321.7395715894017,11260.88500562906,0.9933961545087953
356,Plus service,Zone 2,Unmarried,No,45,146.33941002778704,6585.273451250417,0.97025172953957
357,E-service,Zone 3,Married,No,35,279.4719570877378,9781.518498070822,0.9911538818309644
358,E-service,Zone 1,Unmarried,No,35,132.33718640383617,4631.801524134266,0.9647529806270002
359,Plus service,Zone 1,Married,No,45,478.9890753903496,21554.508392565735,0.9972649455020807
360,Plus service,Zone 3,Unmarried,No,45,383.93626089451243,17277.13174025306,0.9954899006547482
361,Plus service,Zone 3,Married,No,45,316.16719628625253,14227.523832881365,0.9931484766312426
362,Plus service,Zone 2,Unmarried,Yes,45,48.404213785652715,2178.189620354372,0.853344017429759
363,Total service,Zone 3,Married,No,65,23.969275414012458,1558.0029019108097,0.6989271283579495
364,E-service,Zone 1,Unmarried,No,35,37.210296892072535,1302.3603912225387,0.8030909644698596
365,Plus service,Zone 1,Unmarried,No,45,126.64404565678065,5698.982054555129,0.9620997269915901
366,Basic service,Zone 3,Unmarried,No,25,674.2699863938669,16856.749659846675,0.9987997959615939
367,Total service,Zone 1,Married,Yes,65,59.72460790249238,3882.099513662005,0.8867139270255703
368,Plus service,Zone 3,Unmarried,No,45,494.6396647797133,22258.7849150871,0.9974621335583294
369,Basic service,Zone 3,Unmarried,No,25,131.34331425755443,3283.5828564388607,0.9643092570164585
370,Total service,Zone 1,Married,Yes,65,32.990095847993345,2144.3562301195675,0.7769728284260564
371,Total service,Zone 1,Married,No,65,85.59226749544185,5563.49738720372,0.9306142954723444
372,Plus service,Zone 3,Married,No,45,506.4038038872571,22788.17117492657,0.9975980578124093
373,E-service,Zone 2,Unmarried,No,35,289.9917961382707,10149.712864839474,0.9917988598628219
374,Total service,Zone 2,Unmarried,No,65,21.20107951523388,1378.0701684902021,0.6659830531840547
375,Basic service,Zone 2,Unmarried,No,25,46.63586007298937,1165.896501824734,0.8468084657262189
376,Basic service,Zone 3,Married,No,25,60.62592595595927,1515.6481488989816,0.8888665348784206
377,E-service,Zone 2,Unmarried,No,35,53.09111607269345,1858.1890625442709,0.868754694135909
378,E-service,Zone 1,Married,No,35,229.7861891354075,8042.516619739263,0.9869425347984656
379,Total service,Zone 2,Unmarried,No,65,38.23055612681279,2484.9861482428314,0.808694470466783
380,Basic service,Zone 2,Married,No,25,40.22457398132171,1005.6143495330427,0.8189590857062714
381,Basic service,Zone 3,Unmarried,No,25,30.73158158938849,768.2895397347122,0.76070564291678
382,E-service,Zone 1,Unmarried,Yes,35,30.400601278980268,1064.0210447643094,0.758165939148106
383,Plus service,Zone 2,Married,No,45,142.3235272122406,6404.558724550827,0.9688068044770485
384,E-service,Zone 1,Unmarried,No,35,49.04470337108049,1716.564617987817,0.8556070354344218
385,E-service,Zone 1,Unmarried,No,35,46.65134067303809,1632.7969235563332,0.8468675878581887
386,Plus service,Zone 2,Married,No,45,426.68185741949446,19200.68358387725,0.9964362547138071
387,Basic service,Zone 2,Unmarried,No,25,36.69295615479765,917.3239038699412,0.800151996535187
388,Total service,Zone 3,Married,No,65,101.13577562002801,6573.825415301821,0.9458758486061285
389,Plus service,Zone 3,Married,No,45,144.16168630494852,6487.275883722683,0.9694802287139178
390,E-service,Zone 3,Married,No,35,37.05509940323179,1296.9284791131126,0.802216364982381
391,Basic service,Zone 2,Married,Yes,25,133.7612587628025,3344.0314690700625,0.9653752133948269
392,Total service,Zone 2,Married,No,65,818.4340945415593,53198.21614520135,0.9992677305399278
393,Total service,Zone 1,Married,Yes,65,59.417098272611405,3862.1113877197413,0.8859652187297619
394,Total service,Zone 3,Unmarried,No,65,18.53354001889703,1204.6801012283067,0.6283647734023944
395,Plus service,Zone 3,Unmarried,No,45,33.912734533253186,1526.0730539963934,0.7831257414214319
396,Total service,Zone 2,Unmarried,Yes,65,34.42503740610259,2237.6274313966683,0.7864287199687497
397,Plus service,Zone 2,Unmarried,No,45,156.07519448670527,7023.383751901737,0.9733842531707808
398,E-service,Zone 2,Unmarried,No,35,253.50475927504584,8872.666574626604,0.9892337997427352
399,Plus service,Zone 1,Unmarried,No,45,465.45287746740183,20945.37948603308,0.9970775791814578
400,Plus service,Zone 3,Married,No,45,120.49364565627452,5422.214054532354,0.9589014969174197
401,E-service,Zone 1,Unmarried,No,35,154.39128947145855,5403.695131501049,0.9728768449533323
402,Plus service,Zone 1,Unmarried,No,45,238.64727250442343,10739.127262699054,0.9878706975110632
403,E-service,Zone 2,Married,No,35,108.14545875129988,3785.091056295496,0.9512008916854724
404,Plus service,Zone 3,Unmarried,No,45,294.1071510838567,13234.821798773552,0.9920337248311879
405,Basic service,Zone 3,Married,No,25,309.3707387012828,7734.26846753207,0.9928289897116176
406,Plus service,Zone 3,Married,No,45,284.32560688100637,12794.652309645286,0.9914597597114411
407,Total service,Zone 3,Married,No,65,31.988612115406653,2079.2597875014326,0.7699800633262066
408,E-service,Zone 3,Unmarried,No,35,85.10697328177228,2978.74406486203,0.9300411211033384
409,Basic service,Zone 3,Unmarried,No,25,30.73158158938849,768.2895397347122,0.76070564291678
410,E-service,Zone 2,Unmarried,No,35,126.28817750927807,4420.086212824733,0.9619245332841757
411,Total service,Zone 2,Married,No,65,97.59698498895769,6343.80402428225,0.9428639731760874
412,Basic service,Zone 3,Unmarried,Yes,25,26.363748104371307,659.0937026092827,0.7234304522849409
413,E-service,Zone 2,Unmarried,Yes,35,35.437243402296914,1240.303519080392,0.7927289114029825
414,E-service,Zone 1,Unmarried,No,35,1961.4575173905623,68651.01310866968,0.9999385359163923
415,Plus service,Zone 2,Unmarried,No,45,927.6183969617767,41742.827863279956,0.9994735164934104
416,E-service,Zone 3,Unmarried,No,35,21.21294416559061,742.4530457956713,0.6661364409270805
417,Basic service,Zone 3,Married,No,25,97.85202614506255,2446.300653626564,0.9430890500416669
418,Plus service,Zone 1,Married,No,45,439.3049307851393,19768.721885331266,0.9966640950545014
419,E-service,Zone 3,Unmarried,Yes,35,53.135527261753374,1859.7434541613682,0.86888881039017
420,Basic service,Zone 2,Unmarried,Yes,25,11.060874146304807,276.52185365762017,0.4755186394008373
421,E-service,Zone 3,Unmarried,No,35,256.99366141113734,8994.778149389807,0.9895231044256344
422,Basic service,Zone 1,Married,No,25,9.77647839134158,244.41195978353952,0.4386426074474099
423,Plus service,Zone 3,Unmarried,No,45,79.06870472593639,3558.0917126671375,0.9222901990521152
424,Total service,Zone 2,Married,Yes,65,23.82593197861656,1548.6855786100764,0.697351293701233
425,E-service,Zone 1,Married,No,35,284.6524332198526,9962.83516269484,0.9914798340566008
426,E-service,Zone 1,Married,No,35,203.0530720733425,7106.857522566987,0.9834679794520579
427,Total service,Zone 1,Married,No,65,696.816528178803,45293.07433162219,0.9988948095086754
428,Basic service,Zone 2,Married,No,25,300.2300745770426,7505.751864426065,0.9923665005884938
429,Plus service,Zone 1,Unmarried,No,45,50.64388439299628,2278.9747976848325,0.8610315450807223
430,E-service,Zone 1,Married,No,35,413.85840903453635,14485.044316208772,0.9961829177615442
431,Basic service,Zone 2,Unmarried,No,25,129.00096134457775,3225.024033614444,0.9632315406502765
432,E-service,Zone 2,Married,No,35,357.17333899873523,12501.066864955734,0.994718665956368
433,Basic service,Zone 2,Unmarried,Yes,25,19.378798975040503,484.4699743760126,0.640998689512651
434,E-service,Zone 1,Married,No,35,50.39258514559319,1763.7404800957615,0.8601997785286114
435,Total service,Zone 2,Unmarried,Yes,65,13.146485788160096,854.5215762304063,0.527407575316725
436,Total service,Zone 3,Married,Yes,65,28.471531399843546,1850.6495409898305,0.7424824755698057
437,Basic service,Zone 1,Unmarried,No,25,211.81478413620076,5295.369603405019,0.9847346412407982
438,Total service,Zone 1,Unmarried,No,65,132.53266333835245,8614.623116992909,0.9648393289072099
439,Plus service,Zone 2,Unmarried,No,45,67.12732694078048,3020.7297123351213,0.9027325251932126
440,Total service,Zone 3,Unmarried,Yes,65,23.395240896288513,1520.6906582587533,0.6925363042908972
441,Total service,Zone 3,Married,No,65,152.81330161411427,9932.864604917428,0.9723888873476509
442,Plus service,Zone 3,Unmarried,No,45,191.35557746935226,8611.000986120851,0.9815377073904379
443,Total service,Zone 3,Married,No,65,43.6910802726648,2839.920217723212,0.8348956605629962
444,Basic service,Zone 2,Unmarried,No,25,38.99383248190779,974.8458120476947,0.812727154766965
445,Plus service,Zone 3,Married,No,45,196.90069034156826,8860.531065370571,0.9824897529271985
446,E-service,Zone 1,Unmarried,No,35,122.20543291097688,4277.1901518841905,0.9598292057744495
447,Plus service,Zone 2,Married,No,45,253.48816222906598,11406.96730030797,0.9892323974266187
448,Basic service,Zone 1,Unmarried,No,25,42.00929913371845,1050.2324783429613,0.8274450026423283
449,Total service,Zone 2,Married,No,65,20.562558338277153,1336.5662919880149,0.6575573867535618
450,Plus service,Zone 1,Married,Yes,45,159.9047147465312,7195.712163593904,0.974489496298077
451,Plus service,Zone 1,Married,No,45,150.34358778444513,6765.461450300031,0.971599983667619
452,Basic service,Zone 1,Married,Yes,25,83.94446479388358,2098.6116198470895,0.928639636928688
453,Basic service,Zone 2,Unmarried,No,25,193.10420499956288,4827.6051249890725,0.9818455506686568
454,E-service,Zone 3,Unmarried,Yes,35,202.03284702812093,7071.149645984233,0.983311108014763
455,Total service,Zone 1,Unmarried,No,65,656.5690022556907,42676.985146619896,0.9987175418718445
456,Basic service,Zone 2,Unmarried,No,25,79.51327473348074,1987.8318683370185,0.9229027599621052
457,Total service,Zone 1,Married,No,65,53.4778260983055,3476.0586963898572,0.8699156090365935
458,E-service,Zone 3,Unmarried,Yes,35,140.8709343899336,4930.482703647676,0.9682596550684183
459,Plus service,Zone 2,Unmarried,No,45,619.6844080596599,27885.798362684694,0.9985207190548956
460,Total service,Zone 2,Married,Yes,65,30.256873314463526,1966.6967654401292,0.7570498682317363
461,Basic service,Zone 3,Married,Yes,25,19.990441652595933,499.7610413148983,0.6497123816672681
462,Total service,Zone 1,Unmarried,Yes,65,62.02459286990048,4031.5985365435313,0.8920878776368842
463,Plus service,Zone 3,Unmarried,No,45,55.417369145060576,2493.781611527726,0.8755112005013719
464,E-service,Zone 3,Married,No,35,42.03363285867516,1471.1771500536306,0.8275564532582882
465,Plus service,Zone 1,Married,No,45,162.94439737156978,7332.49788172064,0.9753213415947842
466,Total service,Zone 1,Unmarried,No,65,104.27630577288937,6777.95987523781,0.9483602750443777
467,Plus service,Zone 3,Married,Yes,45,89.89694288266656,4045.3624297199954,0.9354114501363338
468,Basic service,Zone 1,Married,No,25,51.389052521970754,1284.7263130492688,0.863454401227602
469,E-service,Zone 1,Married,No,35,982.080260460107,34372.809116103745,0.9995482444384108
470,Basic service,Zone 1,Married,Yes,25,76.98968346202822,1924.7420865507056,0.9193284909969726
471,E-service,Zone 3,Married,No,35,700.8148343629713,24528.519202703996,0.9989106155729758
472,Plus service,Zone 1,Unmarried,Yes,45,65.77164238059493,2959.723907126772,0.9000622980643542
473,E-service,Zone 1,Married,Yes,35,106.43323576349992,3725.163251722497,0.9499723339364734
474,Basic service,Zone 1,Unmarried,Yes,25,14.620240365490341,365.5060091372585,0.5591503257495252
475,Total service,Zone 1,Married,No,65,131.14297788238986,8524.29356235534,0.9642188533737992
476,E-service,Zone 2,Married,Yes,35,70.38847434071553,2463.5966019250436,0.9087380779776971
477,Total service,Zone 3,Unmarried,No,65,59.35276382494837,3857.929648621644,0.8858076440184631
478,Plus service,Zone 2,Unmarried,No,45,94.48558450388768,4251.851302674945,0.9400110531970883
479,E-service,Zone 2,Unmarried,Yes,35,109.51512181605516,3833.0292635619303,0.9521526276864818
480,Basic service,Zone 3,Unmarried,No,25,57.45230528003473,1436.3076320008681,0.8810016469682344
481,Basic service,Zone 1,Married,No,25,58.0844911662291,1452.1122791557275,0.882633467858684
482,Basic service,Zone 3,Married,Yes,25,47.74020015071546,1193.5050037678866,0.8509405329324455
483,E-service,Zone 2,Married,Yes,35,112.16047363367483,3925.616577178619,0.9539167171370667
484,Basic service,Zone 1,Unmarried,No,25,21.392327778891676,534.8081944722919,0.6684417738884016
485,Plus service,Zone 2,Unmarried,Yes,45,269.09176736755387,12109.129531539924,0.990447544721364
486,Basic service,Zone 1,Unmarried,No,25,5.563273394621275,139.08183486553187,0.2812182682810306
487,Basic service,Zone 2,Married,No,25,121.41911950125107,3035.477987531277,0.9594068180237943
488,Plus service,Zone 2,Unmarried,No,45,203.35476108383875,9150.964248772743,0.9835139751502804
489,E-service,Zone 1,Married,No,35,884.6519260161288,30962.817410564505,0.9994028602166737
490,Plus service,Zone 1,Unmarried,No,45,27.353234776888183,1230.8955649599682,0.732642704739874
491,Basic service,Zone 3,Unmarried,Yes,25,34.49898699656251,862.4746749140627,0.7868990229196275
492,Basic service,Zone 1,Unmarried,No,25,240.85233230980828,6021.308307745207,0.9880874758888597
493,Basic service,Zone 3,Unmarried,No,25,14.80906598196992,370.226649549248,0.5629625533741057
494,Basic service,Zone 2,Married,Yes,25,157.80404135807908,3945.101033951977,0.9738913998690245
495,Plus service,Zone 2,Married,No,45,627.8430287290457,28252.93629280706,0.9985675154401221
496,Total service,Zone 2,Married,Yes,65,53.84456738985503,3499.896880340577,0.871002331936678
497,E-service,Zone 3,Married,No,35,184.2318857672324,6448.116001853134,0.9802054490460375
498,Total service,Zone 3,Married,No,65,241.72957865747784,15712.42261273606,0.988172234869391
499,Plus service,Zone 2,Unmarried,No,45,48.404213785652715,2178.189620354372,0.853344017429759
500,Plus service,Zone 1,Unmarried,No,45,109.65307310693662,4934.388289812147,0.9522470018381944
